0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,17,17,42,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,17,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,18,26,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,17,25,0,0,0,0,0,0,8,16,16,16,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,18,26,0,0,0,0,0,0,9,17,17,17,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,17,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,17,65,55,17,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,17,17,17,25,0,0,0,0,0,0,0,0,8,16,16,16,16,24,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,17,17,17,17,25,0,0,0,0,0,0,0,0,39,49,17,17,17,25,0,0,0,0,0,
0,0,0,0,0,0,0,8,16,16,16,16,24,0,0,0,0,0,0,0,0,0,0,0,10,18,18,18,18,18,26,0,0,0,0,0,0,0,0,9,51,17,17,17,42,0,0,0,0,0,
0,0,0,0,0,0,0,42,17,17,17,17,25,0,0,8,16,16,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,17,17,17,25,0,0,0,0,0,
0,0,0,0,0,0,0,9,17,17,17,17,25,0,0,39,49,17,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,17,17,17,17,25,0,0,0,0,0,
0,0,0,0,0,0,0,9,51,17,17,17,42,0,0,9,51,17,17,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,18,18,26,0,0,0,0,0,
0,0,0,0,0,0,0,9,52,17,17,17,25,0,0,9,52,17,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,10,18,18,18,18,26,0,0,42,17,17,17,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,18,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,25,0,0,0,0,0,0,0,0,8,16,16,24,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,26,0,0,0,0,0,0,0,0,9,17,17,42,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,26,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,16,16,24,0,0,0,0,0,0,0,0,0,8,16,16,16,16,24,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,8,16,16,16,16,24,0,0,0,0,0,0,0,0,39,49,17,17,17,25,0,0,0,0,0,0,0,0,0,42,17,17,17,17,25,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,39,49,17,17,17,25,0,0,0,0,0,0,0,0,9,51,17,17,17,42,0,0,0,0,0,0,0,0,0,9,17,17,17,17,25,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,9,51,17,17,17,42,0,0,0,0,0,0,0,0,9,52,17,17,17,25,0,0,0,0,0,0,0,0,0,9,51,17,17,17,42,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,9,52,17,17,17,25,0,0,0,0,0,0,0,0,42,17,17,17,17,25,0,0,0,0,0,0,0,0,0,9,52,17,17,17,25,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,42,17,17,17,17,25,0,0,0,0,0,0,0,0,10,18,18,18,18,26,0,0,0,0,0,0,0,0,0,10,18,18,18,18,26,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,10,18,18,18,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
